subj,sess,scene,trial,stimOn,questOn,response,rt
1,1,scenes/toystore1.jpg,1,0.508271099999547,3.543575400020927,i,1.9143921000068076
1,1,scenes/studio1.jpg,2,7.066770700010238,10.09036400000332,o,0.6680924000102095
1,1,scenes/woods1.jpg,3,13.600878900004318,16.623829800024396,i,0.5518787000037264
1,1,scenes/warehouse1.jpg,4,20.135085200017784,23.158137100021122,i,0.6348452999955043
1,1,scenes/waves1.jpg,5,26.669361000007484,29.692026700009592,i,0.6013076000090223
1,1,scenes/waterfall1.jpg,6,33.20342860001256,36.22599820001051,o,0.5512674000055995
